overall,soundness,presentation,contribution,PaperId
6,4,3,3,2130
6,3,2,2,212
5,3,3,3,2122
6,2,3,3,212
5,2,2,2,2110
5,3,3,2,2096
5,2,3,3,212
3,2,2,3,186
5,2,3,3,2258
3,3,2,2,2343
5,2,2,2,2343
8,3,3,3,2328
3,2,2,3,186
6,3,2,3,2328
5,2,3,2,2355
6,3,3,3,186
5,2,3,2,2349
3,2,3,1,2258
3,2,3,2,2355
3,3,3,2,2355
3,2,2,2,2343
1,2,2,1,2349
6,3,3,2,2346
8,3,2,4,2342
3,1,1,2,2349
8,3,3,3,2319
8,4,3,3,2343
5,3,2,3,2258
8,3,3,3,2346
8,4,4,4,2342
5,3,3,2,2346
8,3,4,4,2328
3,2,3,2,2349
10,4,4,4,2319
6,3,3,3,2319
5,3,2,2,2319
6,3,3,3,2328
5,2,1,2,186
5,4,3,4,2258
6,3,3,2,2346
6,3,3,3,2342
3,2,3,2,2349
5,3,3,3,2360
3,3,4,3,2368
6,2,1,2,230
8,3,3,3,2361
3,2,3,2,2352
6,3,3,3,2361
5,3,2,2,234
3,3,2,1,2255
3,3,2,2,2360
3,2,3,2,2365
8,3,3,3,2341
3,2,3,2,2255
8,3,3,3,2348
5,2,2,2,2360
5,3,3,2,2255
5,3,3,2,2347
6,3,3,3,2352
3,3,4,2,2368
6,3,3,2,230
5,2,2,2,234
5,2,3,2,234
5,2,3,2,2352
5,3,3,2,234
5,2,3,3,2341
6,2,2,2,2341
8,4,4,4,2365
3,2,2,1,2361
5,3,2,3,2352
6,3,3,3,2365
6,4,3,4,2347
3,2,3,2,2365
6,3,3,3,2348
5,3,3,2,2348
6,3,3,3,2341
8,3,2,3,230
6,2,4,3,2368
5,2,2,1,2368
6,3,2,2,2361
8,3,3,3,2347
8,3,3,4,2324
5,2,2,2,2363
3,1,3,2,2304
8,4,3,3,2370
3,1,2,1,2376
8,4,4,3,2353
5,3,2,2,2363
8,4,4,3,2370
8,4,3,3,2369
3,2,3,2,2071
3,3,3,2,2363
5,2,3,3,2376
3,2,2,1,2376
8,4,4,3,2363
3,2,2,2,2369
8,2,3,3,2370
8,4,3,4,2377
8,3,3,4,2353
6,3,3,3,2363
6,2,3,2,2324
6,3,3,3,2354
8,4,3,3,2369
8,4,3,4,2370
8,4,3,3,2324
6,2,3,2,2353
6,2,2,2,2377
6,3,3,3,2324
5,3,4,2,2376
8,3,3,3,2377
6,3,3,2,2353
6,3,3,2,2377
6,3,3,2,2354
6,3,3,3,2071
5,3,3,2,2304
5,3,3,3,2071
8,3,4,3,2324
3,2,3,2,2304
6,3,3,4,2324
5,3,2,2,2304
6,3,3,3,2354
3,1,1,2,2367
3,3,3,1,2373
6,3,3,3,2385
3,2,2,2,236
5,2,3,2,2383
6,3,3,3,2382
5,2,2,1,2394
5,2,2,3,2384
3,2,2,2,2379
6,3,3,3,2379
6,3,3,3,2384
6,2,2,3,2382
1,1,2,1,2394
5,3,3,3,2392
6,4,2,3,2384
5,3,3,2,2382
6,2,3,2,2392
6,3,3,3,2383
3,2,3,1,2392
5,3,3,2,2383
6,3,3,2,2384
5,2,3,2,2373
3,2,3,2,2394
6,3,3,3,2385
1,1,1,1,2367
6,3,1,3,2394
6,3,3,2,2379
6,4,3,3,2385
6,3,2,3,236
5,2,3,2,2373
6,3,3,3,2384
5,3,2,2,236
6,3,3,3,2383
1,1,1,2,2367
3,2,1,2,2384
6,3,3,2,2385
6,3,3,3,2382
3,1,2,1,2071
3,2,1,2,2392
3,2,2,2,2395
3,2,1,2,236
5,3,2,3,238
5,2,2,2,2402
3,2,3,2,23
8,3,3,3,2381
6,3,3,3,2357
6,3,3,3,2357
8,4,4,3,2358
8,3,3,3,2381
8,3,4,3,2275
5,3,3,1,2396
6,4,4,3,2358
8,3,3,3,2371
6,2,3,2,2358
8,3,4,3,2275
6,3,2,3,2371
3,2,3,2,23
8,3,4,3,2358
5,3,3,2,2371
5,3,3,3,2402
6,4,3,3,2371
3,2,2,2,238
5,2,2,3,2402
8,4,3,4,2357
5,3,2,2,2357
5,2,2,2,238
6,3,3,3,2396
6,3,3,3,2275
5,3,2,2,23
3,3,3,2,2396
8,4,3,4,2381
3,3,2,2,2395
8,3,3,3,2275
5,3,3,2,238
5,2,3,3,2395
8,4,3,3,2381
3,2,2,2,2375
5,2,2,2,2375
6,4,3,3,2405
6,2,3,1,2378
5,3,3,2,2415
6,3,3,3,2405
3,2,3,1,2375
3,3,3,2,2415
6,3,3,3,2378
8,4,3,3,2285
1,2,2,1,2406
6,3,2,2,2396
3,2,2,2,2412
6,3,3,3,2406
3,1,2,2,2375
6,2,2,2,2285
6,3,4,2,2405
3,2,3,2,2404
5,3,3,2,2419
6,3,3,2,2398
5,3,3,2,2417
3,3,3,2,2412
8,3,3,3,2417
3,2,3,1,2406
6,2,4,2,2378
3,1,2,2,2412
8,4,3,3,2419
6,2,3,3,2405
5,2,3,2,2375
3,1,1,2,2417
3,3,1,2,2419
3,2,2,2,2398
5,2,3,3,2406
5,2,3,2,2398
6,3,3,3,2415
5,2,2,2,2404
3,2,3,2,2398
5,3,4,2,2404
6,2,3,2,2285
5,2,2,2,2404
5,2,3,3,2413
5,2,3,2,2391
3,3,2,2,2416
3,2,3,2,2421
6,2,2,2,2418
3,3,3,2,2420
3,2,3,1,2422
3,3,3,2,2421
6,3,3,3,2418
3,2,3,2,2420
5,3,2,3,2418
5,2,2,2,2413
6,4,3,3,2391
5,3,3,3,2421
5,3,2,2,241
3,2,2,2,2416
6,3,1,3,2422
6,3,4,4,2421
5,3,3,3,2418
6,3,3,2,2413
3,3,2,2,2401
5,3,3,2,2391
5,3,4,3,2417
3,2,2,2,2391
3,1,3,1,2413
3,3,3,2,2413
6,3,3,2,2422
3,2,1,2,241
6,3,3,3,2401
5,2,3,2,2420
3,2,3,3,241
6,3,2,3,2416
8,4,3,3,241
3,2,2,2,2413
8,3,4,3,2378
3,1,2,1,2420
3,1,2,2,2429
5,2,2,2,2429
5,3,3,2,239
8,3,4,4,2428
5,2,1,3,2401
5,2,3,2,239
6,4,4,4,2401
5,2,3,2,2424
6,3,3,3,2340
5,3,3,2,2344
3,3,2,2,2340
8,4,4,4,2411
8,4,4,3,2414
3,1,2,1,2429
5,3,3,2,2411
6,3,3,3,2411
5,2,2,2,2425
3,2,2,2,2424
3,2,2,1,2425
6,4,3,3,2414
6,2,3,2,2344
5,3,3,3,2428
5,3,2,2,2414
8,4,3,4,239
5,2,3,3,2435
5,2,2,2,2435
6,3,3,3,2344
6,3,3,3,239
8,3,3,3,2435
5,3,3,2,2340
6,2,3,3,2424
8,4,4,3,2401
5,4,3,3,239
3,1,2,1,2425
5,3,3,3,2435
3,2,2,2,2437
5,2,3,2,2090
5,3,3,2,2440
1,3,2,2,2437
3,1,3,1,2439
5,2,3,2,2438
5,3,2,2,2437
6,3,3,3,2438
5,3,2,2,2437
5,2,2,2,2090
6,3,2,3,2426
5,3,3,2,2387
1,1,1,1,2442
3,2,2,2,2439
6,3,4,3,2436
5,2,2,2,2387
5,2,2,3,2362
8,4,4,3,2436
6,3,3,2,2426
6,3,3,3,2438
5,2,2,2,2362
6,2,3,2,2439
5,3,3,3,2090
8,3,4,3,2438
5,3,3,2,2362
8,3,4,3,2362
5,2,2,2,2090
3,2,2,2,2436
3,2,1,2,2442
6,3,3,3,2438
5,3,2,3,2437
3,2,3,2,2387
6,3,4,2,2428
5,3,3,3,2439
3,2,3,2,2387
6,3,2,3,2426
3,2,3,2,2426
3,1,3,1,2387
1,2,1,1,2442
5,3,3,2,2428
1,1,2,1,2442
1,1,1,1,2454
3,2,2,2,2454
8,4,4,3,2447
6,3,3,3,243
8,3,4,4,243
5,2,3,2,2445
6,3,2,2,2451
6,3,4,3,2440
3,2,1,1,2388
8,3,3,3,244
5,3,3,3,2445
6,3,3,2,243
6,3,3,2,2423
6,3,2,2,2447
6,3,4,3,2423
6,3,2,3,2447
6,3,2,3,2451
5,2,3,1,2445
6,3,3,2,2445
3,2,3,2,244
1,1,1,1,2454
8,4,3,3,2423
6,2,3,2,2446
8,3,3,3,2451
3,3,1,2,2454
5,3,1,2,2388
6,3,3,3,2446
6,3,3,3,2446
8,3,3,3,243
3,2,4,2,244
5,3,4,3,2441
6,3,3,3,2440
8,3,3,3,2447
6,3,3,2,2446
5,3,3,2,2388
5,2,2,2,2388
5,3,3,3,2440
5,3,3,2,2136
3,1,2,2,2011
5,2,2,2,1773
5,3,2,2,2050
6,4,2,4,2117
3,2,1,2,2134
6,4,3,3,2123
6,2,2,3,2117
3,3,3,2,2144
5,2,4,3,2124
5,3,3,2,2011
6,2,2,4,2123
5,2,2,2,2123
3,2,1,2,2108
5,3,3,2,2141
5,3,3,2,2144
8,3,4,3,2117
5,2,3,2,2136
5,2,3,2,1773
5,3,2,3,2134
3,3,4,2,2126
8,3,3,3,2124
8,4,3,3,2126
1,1,1,2,2108
6,3,3,3,2108
8,4,4,3,2117
5,2,2,2,2136
3,2,3,2,2144
3,1,2,1,2144
6,3,2,3,2134
8,4,4,4,1773
3,2,3,1,2126
5,3,3,2,2123
3,3,4,2,2126
6,3,3,3,2050
6,3,3,3,2124
3,2,3,1,2050
5,2,2,3,1773
6,3,3,3,2108
8,3,3,3,2356
3,2,3,1,2469
6,3,3,3,2466
3,1,2,1,2463
3,2,1,2,2460
5,3,2,2,245
5,2,3,2,245
5,2,3,2,245
5,3,2,2,2457
5,3,3,2,2460
8,3,4,3,2356
6,4,4,2,2457
3,3,1,2,2457
3,1,2,2,245
5,3,2,2,2441
6,3,3,3,240
3,2,1,2,240
3,3,2,2,2463
5,3,2,3,2464
5,3,2,3,2464
3,2,2,2,2464
5,2,3,2,2441
5,3,3,2,2460
3,2,3,1,2464
5,2,3,2,2466
3,3,3,2,240
3,2,3,2,2463
5,3,2,2,2466
1,3,2,1,2457
3,2,3,3,2469
5,3,2,3,2464
1,1,2,1,2463
3,3,3,2,2469
6,3,2,3,2356
6,2,1,2,2356
8,3,3,3,1962
8,4,4,4,2469
5,3,4,3,2460
5,3,3,2,2441
3,2,2,2,2462
3,3,1,2,2380
3,2,2,2,2468
1,1,2,1,2462
6,3,3,3,1688
3,1,3,1,1688
5,2,3,2,2455
5,2,2,3,2477
8,2,2,3,2456
3,2,3,2,2477
6,3,4,3,1962
3,1,1,2,2455
3,3,3,1,2434
5,2,3,2,2468
5,2,3,2,2468
3,2,2,1,2455
3,2,2,2,2359
6,2,3,3,2455
3,2,1,2,2468
3,2,2,1,2380
3,2,1,4,2462
6,3,2,3,1962
5,2,3,2,2470
6,3,3,3,1962
3,2,2,2,2455
3,2,3,2,2359
5,2,3,2,2477
3,2,2,2,2380
6,3,3,3,2470
3,2,2,2,2359
5,3,3,2,2434
6,3,3,2,1688
8,4,3,3,2456
5,3,4,2,2470
5,2,1,2,1688
8,3,3,3,2456
6,3,3,3,2470
5,2,3,2,2477
8,3,3,2,2456
5,2,2,2,2434
3,2,2,1,2476
8,3,3,3,2397
3,3,2,3,2386
8,3,3,3,2458
3,2,1,2,2495
6,3,3,3,2465
6,3,3,2,2458
6,4,3,3,2453
6,3,2,3,2495
3,2,3,2,1834
3,3,3,1,2475
6,4,3,3,1834
6,4,4,3,2458
5,3,2,2,2465
3,2,2,2,2465
8,4,3,3,1834
5,2,2,2,2449
3,2,1,2,2476
6,3,3,3,2475
5,2,2,2,2465
5,2,3,2,2495
6,2,2,2,2458
1,1,2,1,2476
3,1,1,2,2475
6,3,3,3,2386
3,2,2,2,1834
5,3,3,2,2475
6,3,4,2,2397
3,2,2,2,2449
6,3,3,3,2386
3,2,2,2,2453
5,3,3,3,2465
3,2,2,2,2495
6,3,3,3,2453
6,3,3,3,2397
6,3,3,2,2453
6,3,3,3,2449
6,2,3,2,2397
3,2,3,1,1834
3,2,2,2,2449
3,3,3,2,2486
8,3,3,3,2432
6,4,4,2,2432
5,3,2,2,2487
6,3,3,3,2493
3,1,2,2,2427
6,3,3,2,2489
5,3,2,2,2473
3,2,2,2,2484
5,3,3,3,2487
5,2,3,2,2480
5,1,3,3,2480
6,3,3,3,2487
5,3,2,3,2486
3,2,1,2,2449
5,2,3,2,2473
8,4,3,4,2432
6,3,3,3,2427
5,3,2,2,2486
8,4,4,2,2473
6,3,3,3,2487
3,2,2,1,2432
6,2,3,4,2489
8,4,4,3,2484
3,2,3,2,2486
5,2,2,2,2486
5,1,3,2,2489
6,3,3,3,2480
8,3,2,3,2493
8,3,2,3,2480
5,2,1,2,2484
5,2,3,2,2484
3,3,3,1,2427
5,2,3,2,2486
6,3,3,2,248
6,3,3,2,248
6,2,3,2,248
8,3,3,3,2481
5,3,2,2,2509
3,3,3,2,2491
5,3,3,2,2517
5,2,3,2,2483
5,3,3,2,2509
6,3,3,3,2493
5,2,3,3,2478
5,3,3,3,2491
3,2,2,2,2478
5,2,2,3,1996
5,2,2,2,2483
6,3,3,3,249
5,2,2,2,1996
6,3,3,3,2491
6,3,2,3,2478
6,3,4,2,2481
5,2,1,2,1996
5,3,3,2,2509
5,3,3,2,249
8,3,3,3,247
6,2,4,3,247
3,2,3,2,2509
6,3,2,3,249
8,4,3,4,2493
5,3,3,2,2491
6,3,3,3,247
5,4,4,3,2483
5,3,3,3,249
8,4,4,3,247
5,3,2,1,2481
3,2,2,1,1996
8,3,4,3,2483
5,3,2,3,2481
3,2,1,2,251
6,3,3,3,251
5,3,2,2,2514
3,2,2,2,2482
6,3,3,2,2520
3,1,2,2,251
8,3,4,3,2514
5,2,2,2,251
3,2,3,2,2520
3,3,2,1,2521
5,2,2,2,24
6,3,3,2,2514
5,3,3,3,1353
3,3,2,2,2499
3,2,1,2,2528
3,2,3,2,2521
5,2,3,2,2482
8,3,3,3,2499
3,2,3,2,2514
8,3,3,3,24
6,4,4,2,2521
3,2,3,2,250
8,4,4,4,24
3,2,3,2,2520
5,3,2,2,1353
3,2,2,2,2528
6,3,3,3,2499
3,2,1,1,2528
5,3,2,2,250
6,3,3,3,2499
3,2,2,2,2517
6,2,3,2,1353
5,3,3,2,250
1,1,2,1,24
3,3,2,2,1353
3,3,3,2,2482
3,3,2,2,250
3,2,2,1,2521
5,2,3,2,2520
1,2,1,2,2528
3,3,3,2,2517
6,3,3,3,2536
6,3,2,2,2532
8,4,4,4,2548
3,2,2,2,2536
8,3,3,3,2544
3,4,4,2,2532
6,3,3,3,2548
8,4,4,4,2529
8,3,2,3,2523
5,3,3,3,2533
6,3,2,2,2492
8,3,3,3,2526
8,3,3,3,2532
5,2,2,2,2523
8,4,3,3,2544
5,3,2,2,2536
8,3,4,3,2548
3,2,1,2,2529
5,3,2,2,2533
6,3,3,3,2548
6,3,3,3,2533
8,4,3,4,2526
6,4,2,3,2492
6,2,2,2,2526
3,2,3,2,2544
5,3,3,2,2533
6,3,3,2,2529
8,3,3,3,2544
3,2,2,3,2536
6,2,3,2,2526
3,2,4,3,2529
6,3,3,2,2492
6,2,3,2,2523
3,3,2,2,2364
6,4,4,3,2530
3,2,1,2,2364
6,3,3,3,2488
6,3,3,2,2530
5,2,4,2,2488
5,3,2,3,2531
3,2,3,2,2366
3,2,1,1,2554
6,3,3,3,2459
6,3,2,3,2459
6,3,2,3,2522
5,3,3,2,2554
5,3,3,2,2522
6,3,3,3,2492
6,2,2,2,2530
8,3,2,3,2541
6,4,4,4,2547
6,2,3,3,2366
6,3,4,2,2518
5,3,2,1,2531
6,3,3,3,2541
3,1,1,2,2522
3,2,2,2,2364
5,3,2,2,2366
5,3,2,2,2554
6,2,3,2,2531
5,2,1,1,2547
6,3,3,3,2518
5,3,2,2,2547
5,3,3,2,2518
6,4,3,2,2547
6,3,3,2,2459
8,3,2,3,2541
8,3,3,3,2541
5,2,2,2,2364
8,3,3,3,2459
3,2,1,2,2531
6,2,2,3,2518
3,2,2,2,2522
8,3,3,3,2519
3,3,3,1,2545
6,4,4,3,2552
5,2,3,2,2510
3,2,1,1,2559
6,4,3,3,2519
3,2,1,2,2559
6,3,3,3,2510
3,3,3,2,2545
3,2,3,1,2552
5,3,2,2,2510
6,3,3,3,2510
6,3,3,3,2226
8,3,3,3,2519
6,3,3,3,2226
5,3,3,2,2552
6,2,4,3,2226
6,3,3,3,2226
5,3,3,2,2471
5,3,3,2,2471
3,2,2,1,2552
3,2,2,2,2488
6,3,2,3,2519
6,3,3,3,2450
5,3,3,3,2471
1,1,1,1,2559
3,1,1,1,2559
6,3,3,2,2450
5,3,3,2,2545
6,3,3,2,2471
3,2,3,2,2488
6,2,3,2,2450
6,2,3,2,2560
3,2,2,2,255
6,3,3,3,2573
6,3,3,3,2562
3,2,3,2,2524
6,3,2,3,2570
5,2,2,2,2570
5,2,3,2,2550
8,3,3,3,2506
8,4,4,4,2560
6,3,3,3,2490
3,3,2,2,255
8,2,2,2,2506
3,2,3,3,2025
3,2,3,1,2524
6,3,3,3,2562
5,3,3,3,2025
6,2,3,2,2490
5,3,3,2,2573
6,3,3,2,255
8,3,2,2,2506
3,2,3,1,255
5,3,4,2,2025
5,1,2,2,2560
8,4,3,3,2562
6,3,3,3,2560
6,2,2,2,2558
3,2,3,3,2558
3,2,2,2,2570
6,3,4,3,2550
5,2,2,2,2562
3,3,2,2,2550
6,3,3,3,2506
3,2,2,1,2558
3,3,4,1,2550
6,3,2,3,2490
5,2,2,2,2573
5,3,3,3,2524
5,3,2,3,2570
3,2,2,2,2558
8,4,4,4,2524
8,4,4,3,2137
3,2,1,1,2142
8,4,3,3,2137
3,2,2,2,2105
8,3,3,3,2120
8,4,4,3,2133
8,3,3,3,2145
6,3,4,3,20
8,4,4,3,2011
6,3,4,2,20
5,2,2,2,2143
6,3,3,3,2120
6,3,3,3,2143
5,3,2,2,2105
3,2,3,1,2105
5,3,3,3,2145
5,2,2,2,2141
5,3,2,2,20
3,3,1,1,2105
3,2,1,1,2143
5,2,3,2,2120
6,3,3,3,2137
8,3,4,4,2145
5,3,2,3,2145
8,3,3,3,20
6,3,3,3,2142
6,3,3,3,2120
6,3,3,3,2141
3,3,2,2,2133
6,3,3,2,2137
5,2,3,2,2142
3,2,2,2,2143
3,3,3,3,2133
3,2,1,1,2103
5,2,1,2,2103
5,2,2,2,2103
3,3,2,2,2580
6,3,3,4,2584
6,3,3,3,2588
5,3,3,2,2584
6,3,3,3,2575
6,3,3,2,2586
5,2,2,2,252
5,2,2,2,2505
8,4,4,4,252
5,3,3,2,2557
5,3,2,2,2586
3,3,3,2,2505
3,1,2,1,252
8,3,4,3,2584
6,3,3,3,2557
5,4,3,2,2580
5,2,3,2,2588
8,3,2,3,2584
6,3,3,3,2566
6,4,4,2,2586
5,2,2,2,2586
3,2,3,2,2584
6,1,3,3,2588
5,2,2,2,2025
5,2,3,2,2575
3,2,2,2,2505
10,4,4,4,2566
5,2,2,2,2557
5,3,1,2,2580
6,3,3,3,2580
5,2,3,2,2575
8,2,3,3,2566
8,3,3,3,2566
8,3,3,3,2572
5,3,2,2,2589
5,3,3,2,2591
5,3,3,3,2555
5,3,3,2,2565
3,3,3,2,2592
6,3,3,3,2591
5,3,2,2,2572
3,2,1,2,2581
6,3,2,2,2589
5,3,3,3,2592
5,2,2,2,2565
3,2,2,3,2572
6,3,3,3,2563
5,3,3,3,2563
5,3,3,3,2600
3,2,2,3,2565
3,2,2,2,2572
6,2,3,3,2589
3,3,3,2,2581
3,2,2,2,2581
5,3,3,2,2600
3,2,1,1,2555
8,3,3,3,258
6,2,3,2,2600
5,3,3,2,2563
5,2,2,2,2591
6,3,3,2,258
3,2,2,1,2565
6,3,2,3,2589
3,1,1,2,2600
8,4,4,4,2592
3,3,3,1,2563
8,4,4,4,2591
6,2,4,4,2592
3,2,2,1,2555
5,3,3,2,2589
6,3,2,3,257
3,3,3,2,2617
8,3,4,3,2582
3,1,2,1,2617
6,4,4,3,2579
8,3,4,4,2596
5,3,3,3,260
5,3,2,2,2577
8,4,3,4,2579
5,3,3,2,2617
6,3,2,2,2596
8,2,3,3,2582
8,3,3,3,2603
5,2,3,2,2577
6,3,3,2,258
5,3,2,2,260
8,4,4,3,2582
5,3,2,2,2579
6,3,4,2,2617
8,3,3,3,2603
6,2,1,2,2603
6,3,3,3,2603
1,2,1,2,2612
5,3,3,2,2612
6,2,3,3,2582
6,3,3,3,2582
8,3,4,3,257
6,3,3,3,257
5,2,1,2,2577
6,3,3,2,2582
3,2,2,2,260
6,3,3,3,2579
5,3,2,2,260
3,2,1,1,2612
6,3,3,3,258
5,3,2,2,257
8,3,3,3,2577
6,3,2,3,2612
3,2,2,2,2617
3,3,2,1,2622
8,3,2,3,2597
8,4,3,3,2574
8,2,4,3,2596
8,3,3,3,2593
5,3,1,2,2599
3,1,2,1,2625
6,3,3,2,2599
6,2,3,1,2616
5,2,3,2,2616
5,2,2,2,2593
5,3,3,2,2622
1,2,1,2,2625
6,2,2,3,2605
8,3,3,3,2574
5,2,3,2,2622
5,2,3,2,2540
6,2,2,2,2605
6,3,3,2,2597
5,3,2,2,2622
3,2,2,2,2616
6,2,3,2,2625
6,3,3,3,2599
6,3,3,3,2605
6,3,3,3,2540
6,2,2,2,2540
5,2,2,1,2593
5,2,4,2,2593
6,2,3,2,2597
8,3,4,3,2574
5,3,3,2,2596
3,1,2,3,2625
6,3,3,2,2597
3,2,1,2,2605
3,2,2,2,2599
5,3,3,3,2616
3,2,3,1,2621
5,3,3,2,2621
8,3,3,3,259
6,3,3,3,2626
3,2,3,2,2569
6,3,3,3,259
5,2,3,3,2606
5,2,2,2,2626
6,3,3,3,262
6,3,3,3,2602
6,2,3,2,259
3,2,2,2,2621
3,2,3,2,2602
6,3,3,3,2500
3,2,2,1,2569
5,2,3,2,2606
5,3,3,2,2618
6,3,3,2,2500
8,3,3,4,2621
8,3,2,3,2606
6,3,3,3,2602
3,2,1,2,2569
6,2,3,3,2626
5,3,3,2,2626
8,3,3,3,2500
8,3,4,3,2602
5,2,3,2,2618
6,3,3,3,262
6,3,3,3,2606
6,2,3,2,262
5,2,3,1,2618
5,3,3,2,2618
3,1,2,2,2648
6,3,3,3,2648
6,3,3,3,2637
8,4,3,4,2637
5,3,3,2,2636
8,4,4,3,2641
6,3,3,3,2636
5,3,3,1,2637
5,2,2,2,2641
3,2,3,2,2643
5,2,2,2,2651
3,3,2,2,2648
6,3,3,3,2633
5,3,2,2,2648
3,3,2,1,2641
3,2,2,2,2628
5,3,3,2,2627
6,3,3,2,262
5,2,2,2,2633
5,2,3,2,2648
5,2,2,2,2633
6,3,3,3,2641
5,2,3,2,2636
3,1,3,1,2627
8,4,4,4,2637
5,2,2,2,2643
3,2,3,2,2627
5,2,3,2,2636
8,3,3,3,2628
3,2,2,2,2643
8,4,3,4,2601
3,3,3,2,2628
6,3,3,2,2601
5,3,2,3,2628
6,3,3,3,2636
6,3,3,2,2601
6,2,3,2,2601
3,2,3,2,2627
5,2,3,2,2633
3,3,1,2,2643
5,3,2,3,2652
6,3,4,3,2644
3,2,2,2,2632
5,2,2,3,2651
6,3,4,2,2609
3,2,2,2,2655
5,2,3,2,2652
5,3,2,2,2632
6,3,2,3,2609
6,3,3,3,2644
3,3,2,1,2511
8,3,3,3,2653
5,3,3,2,2632
5,2,2,2,2619
6,3,2,3,2635
5,2,3,3,2632
6,3,3,3,2635
6,3,3,2,2635
3,2,1,1,2651
1,2,2,1,2609
5,3,3,2,2652
8,4,3,4,2644
5,2,2,3,2651
5,3,2,2,2609
5,3,2,3,2655
8,4,4,4,2511
3,2,2,2,2644
6,3,3,3,2635
8,4,4,3,2608
5,3,2,2,2619
3,3,3,2,2655
5,3,3,3,2653
8,4,4,3,2652
8,2,3,3,2653
8,3,3,3,2511
5,3,3,3,2609
3,2,2,2,2655
6,3,3,2,2619
8,4,4,4,263
6,3,3,3,2664
3,3,3,2,2664
5,3,3,2,2664
8,3,3,3,2665
3,3,2,1,2649
3,2,2,2,2663
5,2,2,2,2665
6,3,3,2,263
5,3,1,3,2638
6,2,3,2,2673
3,2,2,2,2673
5,2,2,2,2673
3,1,2,2,2659
5,2,3,3,2668
5,2,3,2,2670
5,2,2,2,263
5,2,3,2,2649
3,2,3,2,2673
3,1,2,2,2670
6,3,3,3,2638
6,3,3,3,2608
5,2,2,2,2668
6,3,2,3,2608
6,2,2,2,2665
3,2,3,1,2663
3,3,3,2,2678
5,2,3,3,2659
6,3,3,3,2649
5,2,2,2,2659
6,3,4,3,2668
5,3,3,2,2663
6,3,4,3,2670
5,3,2,3,2638
6,3,3,3,2678
3,3,3,3,2668
5,3,3,3,2670
8,3,3,3,263
3,2,3,3,2678
5,2,2,1,2678
8,3,4,3,2608
5,2,3,3,2683
6,3,3,3,2680
8,3,4,3,2642
5,2,1,2,2680
3,2,1,2,2683
1,2,1,1,2683
6,3,3,3,2661
8,3,4,3,2631
6,3,3,3,2642
8,4,3,4,2631
6,3,4,3,2502
6,4,3,3,2502
6,3,3,2,2661
3,2,2,2,2676
6,3,4,3,2631
3,2,2,3,2662
8,4,4,3,2631
3,3,3,1,2634
6,3,3,2,2551
3,2,3,2,2551
3,2,2,2,2676
5,3,3,2,2551
3,2,1,2,2502
6,3,3,2,2661
3,2,3,2,2676
6,3,2,3,2680
8,3,4,3,2642
3,2,2,2,2634
6,4,3,3,2642
6,3,3,3,2661
3,3,3,2,2662
5,2,3,2,2638
5,3,2,3,2662
3,2,1,2,2683
3,2,2,2,2502
5,3,2,2,2680
3,2,2,2,2676
5,3,3,2,2146
3,3,1,3,2159
6,3,3,3,2148
3,2,2,2,1795
5,3,3,1,2113
3,2,2,2,2139
5,2,2,2,2146
6,3,2,3,2150
10,3,3,4,2155
3,2,2,2,2158
6,2,4,3,2155
3,3,3,2,2150
8,4,2,4,2106
8,3,3,3,2155
5,3,2,2,2159
6,3,1,3,2113
3,2,2,2,2158
3,1,3,3,1795
6,3,4,3,2159
5,3,3,2,1795
5,3,3,2,2150
3,3,2,1,2159
3,2,2,2,2146
5,2,3,2,2149
3,2,3,2,2148
6,3,3,2,2113
5,2,2,3,2155
8,3,3,4,2106
6,3,3,2,2106
5,3,3,2,2158
5,3,3,3,1795
3,2,3,2,2139
6,3,3,3,2139
5,3,3,2,2139
6,3,1,2,2158
3,1,3,3,2150
5,3,3,3,2149
8,4,3,4,2113
6,3,3,2,2692
8,3,3,2,2639
5,2,3,2,2712
6,3,3,3,2671
6,3,3,2,2671
8,4,3,3,2694
5,2,3,2,2692
5,3,3,2,2709
6,2,1,3,2686
3,2,1,2,2699
5,3,3,3,2709
6,3,3,3,2684
5,3,3,3,2675
3,2,2,2,2639
3,2,2,1,2694
1,2,3,2,2639
3,2,2,2,2699
3,3,4,2,2675
8,4,4,2,2684
5,2,2,3,2699
5,2,3,2,2694
3,2,3,2,2709
3,1,1,2,2699
5,3,4,3,2675
6,2,3,3,2671
3,2,1,2,2687
8,3,2,3,2686
5,3,3,2,2675
5,2,3,2,2692
3,2,1,1,2694
8,3,3,3,2639
6,3,2,2,2709
8,4,3,4,2686
6,3,3,3,2692
5,3,3,2,2692
6,3,2,3,2684
8,3,3,3,2686
5,3,2,3,2699
8,3,3,3,2671
6,3,2,3,2708
6,3,3,2,2710
3,2,2,2,2714
5,2,3,2,2714
3,2,2,2,2714
3,3,3,1,2710
8,3,3,4,2698
5,3,3,3,2717
6,3,3,2,2578
6,4,4,3,2717
6,3,3,3,2708
6,3,2,2,2537
8,3,4,3,2698
3,3,2,2,2710
6,3,3,2,2578
6,3,3,2,2698
5,2,2,2,2707
8,4,3,3,2578
3,3,3,3,2708
6,3,4,3,2707
6,2,2,2,2717
3,3,2,1,2712
3,2,2,1,2708
3,2,2,2,2712
6,3,2,3,2707
5,3,3,3,2710
6,3,3,2,2578
6,3,3,3,2707
5,2,2,2,2712
3,3,3,3,2707
6,3,2,3,2578
8,3,3,4,2698
